id	name	coordinates	site_type	time_period_start	time_period_end	time_period_label	description	confidence	sources	wikidata_qid	source_url	retrieved_at
sarkel	Sarkel	{"lat":47.705,"lng":42.273056}		834		Founded 834 CE	Archaeological site in Russia.	90	["Wikidata"]	Q1068190	http://www.wikidata.org/entity/Q1068190	2026-07-08T10:31:36.248Z
sarmizegetusa-regia	Sarmizegetusa Regia	{"lat":45.62277778,"lng":23.31027778}					Archaeological site in Romania.	90	["Wikidata"]	Q739802	http://www.wikidata.org/entity/Q739802	2026-07-08T10:31:36.248Z
sassi-di-matera	Sassi di Matera	{"lat":40.6667,"lng":16.6083}					Archaeological site in Italy.	90	["Wikidata"]	Q2350404	http://www.wikidata.org/entity/Q2350404	2026-07-08T10:31:36.248Z
seleucia-q1136681	Seleucia	{"lat":33.137222,"lng":44.517222}		-304		Founded 304 BCE	Archaeological site in Iraq.	90	["Wikidata"]	Q1136681	http://www.wikidata.org/entity/Q1136681	2026-07-08T10:31:36.248Z
sepphoris	Sepphoris	{"lat":32.75411,"lng":35.283791}					Archaeological site in Israel.	90	["Wikidata"]	Q1132798	http://www.wikidata.org/entity/Q1132798	2026-07-08T10:31:36.248Z
seri-bahlol	Seri Bahlol	{"lat":34.255475,"lng":71.950688888}					Archaeological site in Pakistan.	90	["Wikidata"]	Q1511531	http://www.wikidata.org/entity/Q1511531	2026-07-08T10:31:36.248Z
servian-wall	Servian Wall	{"lat":41.901666666,"lng":12.501666666}		-350		Founded 350 BCE	Archaeological site in Italy.	90	["Wikidata"]	Q281330	http://www.wikidata.org/entity/Q281330	2026-07-08T10:31:36.248Z
shahba	Shahba	{"lat":32.85388889,"lng":36.62944444}					Archaeological site in Syria.	90	["Wikidata"]	Q926336	http://www.wikidata.org/entity/Q926336	2026-07-08T10:31:36.248Z
shahr-e-sukhteh	Shahr-e Sukhteh	{"lat":30.595277777,"lng":61.331944444}					Archaeological site in Iran.	90	["Wikidata"]	Q1025825	http://www.wikidata.org/entity/Q1025825	2026-07-08T10:31:36.248Z
shanidar-cave	Shanidar Cave	{"lat":36.8006,"lng":44.2433}					Archaeological site in Iraq.	90	["Wikidata"]	Q909799	http://www.wikidata.org/entity/Q909799	2026-07-08T10:31:36.248Z
shechem	Shechem	{"lat":32.21361111,"lng":35.28194444}					Archaeological site in Canaan.	90	["Wikidata"]	Q7951237	http://www.wikidata.org/entity/Q7951237	2026-07-08T10:31:36.248Z
shiloh	Shiloh	{"lat":32.05570278,"lng":35.28953611}					Archaeological site in Israel.	90	["Wikidata"]	Q985542	http://www.wikidata.org/entity/Q985542	2026-07-08T10:31:36.248Z
shravasti	Shravasti	{"lat":27.517073,"lng":82.050619}					Archaeological site in India.	90	["Wikidata"]	Q2594448	http://www.wikidata.org/entity/Q2594448	2026-07-08T10:31:36.248Z
shuruppak	Shuruppak	{"lat":31.777363888,"lng":45.509761111}					Archaeological site in Iraq.	90	["Wikidata"]	Q392725	http://www.wikidata.org/entity/Q392725	2026-07-08T10:31:36.248Z
sicyon	Sicyon	{"lat":37.984104,"lng":22.711145}		-2000		Founded 2000 BCE	Archaeological site in Greece.	90	["Wikidata"]	Q368628	http://www.wikidata.org/entity/Q368628	2026-07-08T10:31:36.248Z
skopje-fortress	Skopje Fortress	{"lat":42,"lng":21.434444444}					Archaeological site in North Macedonia.	90	["Wikidata"]	Q1262367	http://www.wikidata.org/entity/Q1262367	2026-07-08T10:31:36.248Z
smyrna	Smyrna	{"lat":38.423889,"lng":27.142778}					Archaeological site in Byzantine Empire.	90	["Wikidata"]	Q1379299	http://www.wikidata.org/entity/Q1379299	2026-07-08T10:31:36.248Z
songo-mnara	Songo Mnara	{"lat":-9.039422777,"lng":39.551702222}					Archaeological site in Tanzania.	90	["Wikidata"]	Q2301527	http://www.wikidata.org/entity/Q2301527	2026-07-08T10:31:36.248Z
sounion	Sounion	{"lat":37.64897,"lng":24.0301}					Archaeological site in Greece.	90	["Wikidata"]	Q1136637	http://www.wikidata.org/entity/Q1136637	2026-07-08T10:31:36.248Z
stabiae	Stabiae	{"lat":40.703055555,"lng":14.498888888}					Archaeological site in Italy.	90	["Wikidata"]	Q547910	http://www.wikidata.org/entity/Q547910	2026-07-08T10:31:36.248Z
stageira	Stageira	{"lat":40.593031,"lng":23.79204}		-654		Founded 654 BCE	Archaeological site in Greece.	90	["Wikidata"]	Q846127	http://www.wikidata.org/entity/Q846127	2026-07-08T10:31:36.248Z
stari-ras	Stari Ras	{"lat":43.128342,"lng":20.415669}					Archaeological site in Serbia.	90	["Wikidata"]	Q917814	http://www.wikidata.org/entity/Q917814	2026-07-08T10:31:36.248Z
sterkfontein	Sterkfontein	{"lat":-26.01604,"lng":27.73456}					Archaeological site in South Africa.	90	["Wikidata"]	Q1476862	http://www.wikidata.org/entity/Q1476862	2026-07-08T10:31:36.248Z
stone-spheres-of-costa-rica	Stone spheres of Costa Rica	{"lat":8.91138889,"lng":-83.4775}					Archaeological site in Costa Rica.	90	["Wikidata"]	Q282275	http://www.wikidata.org/entity/Q282275	2026-07-08T10:31:36.248Z
stones-of-stenness	Stones of Stenness	{"lat":58.993888888,"lng":-3.208055555}					Archaeological site in United Kingdom.	90	["Wikidata"]	Q1478558	http://www.wikidata.org/entity/Q1478558	2026-07-08T10:31:36.248Z
su-nuraxi-di-barumini	Su Nuraxi di Barumini	{"lat":39.7028565,"lng":8.9998843}					Archaeological site in Italy.	90	["Wikidata"]	Q253241	http://www.wikidata.org/entity/Q253241	2026-07-08T10:31:36.248Z
sumela-monastery	Sümela Monastery	{"lat":40.69,"lng":39.65833333}		386		Founded 386 CE	Archaeological site in Turkey.	90	["Wikidata"]	Q1419157	http://www.wikidata.org/entity/Q1419157	2026-07-08T10:31:36.248Z
suwayda	Suwayda	{"lat":32.7,"lng":36.566666666}					Archaeological site in Syria.	90	["Wikidata"]	Q311099	http://www.wikidata.org/entity/Q311099	2026-07-08T10:31:36.248Z
suyab	Suyab	{"lat":42.8,"lng":75.2667}					Archaeological site in Kyrgyzstan.	90	["Wikidata"]	Q413452	http://www.wikidata.org/entity/Q413452	2026-07-08T10:31:36.248Z
sybaris	Sybaris	{"lat":39.716564,"lng":16.493696}		-719		Founded 719 BCE	Archaeological site in Italy.	90	["Wikidata"]	Q220583	http://www.wikidata.org/entity/Q220583	2026-07-08T10:31:36.248Z
tabularium	Tabularium	{"lat":41.892777777,"lng":12.483611111}		-77		Founded 77 BCE	Archaeological site in Italy.	90	["Wikidata"]	Q568342	http://www.wikidata.org/entity/Q568342	2026-07-08T10:31:36.248Z
tadrart-acacus	Tadrart Acacus	{"lat":24.833429166,"lng":10.333319444}					Archaeological site in Libya.	90	["Wikidata"]	Q308807	http://www.wikidata.org/entity/Q308807	2026-07-08T10:31:36.248Z
tajin-veracruz	Tajín Veracruz	{"lat":20.448058333,"lng":-97.378241666}					Archaeological site in Mexico.	90	["Wikidata"]	Q753895	http://www.wikidata.org/entity/Q753895	2026-07-08T10:31:36.248Z
takht-e-soleyman	Takht-e Soleyman	{"lat":36.604722222,"lng":47.234166666}					Archaeological site in Iran.	90	["Wikidata"]	Q115253	http://www.wikidata.org/entity/Q115253	2026-07-08T10:31:36.248Z
tamgaly	Tamgaly	{"lat":43.803333333,"lng":75.535}					Archaeological site in Kazakhstan.	90	["Wikidata"]	Q943327	http://www.wikidata.org/entity/Q943327	2026-07-08T10:31:36.248Z
tanais	Tanais	{"lat":47.270556,"lng":39.341389}		-300		Founded 300 BCE	Archaeological site in Russia.	90	["Wikidata"]	Q1153416	http://www.wikidata.org/entity/Q1153416	2026-07-08T10:31:36.248Z
taq-i-kisra	Taq-i Kisra	{"lat":33.093722222,"lng":44.580722222}					Archaeological site in Iraq.	90	["Wikidata"]	Q1486703	http://www.wikidata.org/entity/Q1486703	2026-07-08T10:31:36.248Z
tarxien-temples	Tarxien Temples	{"lat":35.869166666,"lng":14.511944444}					Archaeological site in Malta.	90	["Wikidata"]	Q1064331	http://www.wikidata.org/entity/Q1064331	2026-07-08T10:31:36.248Z
tegea	Tegea	{"lat":37.464359,"lng":22.428524}					Archaeological site in Greece.	90	["Wikidata"]	Q645234	http://www.wikidata.org/entity/Q645234	2026-07-08T10:31:36.248Z
tel-hazor	Tel Hazor	{"lat":33.018333333,"lng":35.569166666}					Archaeological site in Israel.	90	["Wikidata"]	Q740138	http://www.wikidata.org/entity/Q740138	2026-07-08T10:31:36.248Z
tel-megiddo	Tel Megiddo	{"lat":32.585277777,"lng":35.184444444}		-6999		Founded 6999 BCE	Archaeological site in Israel.	90	["Wikidata"]	Q208379	http://www.wikidata.org/entity/Q208379	2026-07-08T10:31:36.248Z
temple-of-antoninus-and-faustina	Temple of Antoninus and Faustina	{"lat":41.892138888,"lng":12.486688888}		142		Founded 142 CE	Archaeological site in Italy.	90	["Wikidata"]	Q752555	http://www.wikidata.org/entity/Q752555	2026-07-08T10:31:36.248Z
temple-of-apollo-epicurius-in-bassae	Temple of Apollo Epicurius in Bassae	{"lat":37.429655,"lng":21.900387}		-419		Founded 419 BCE	Archaeological site in Greece.	90	["Wikidata"]	Q38278862	http://www.wikidata.org/entity/Q38278862	2026-07-08T10:31:36.248Z
temple-of-athena-nike	Temple of Athena Nike	{"lat":37.9715,"lng":23.7249}		-425		Founded 425 BCE	Archaeological site in Greece.	90	["Wikidata"]	Q384813	http://www.wikidata.org/entity/Q384813	2026-07-08T10:31:36.248Z
temple-of-baalshamin	Temple of Baalshamin	{"lat":34.553297,"lng":38.270467}					Archaeological site in Syria.	90	["Wikidata"]	Q20871005	http://www.wikidata.org/entity/Q20871005	2026-07-08T10:31:36.248Z
temple-of-bel	Temple of Bel	{"lat":34.547,"lng":38.274}					Archaeological site in Syria.	90	["Wikidata"]	Q797481	http://www.wikidata.org/entity/Q797481	2026-07-08T10:31:36.248Z
temple-of-concord	Temple of Concord	{"lat":41.892930555,"lng":12.484244444}					Archaeological site in Italy.	90	["Wikidata"]	Q828143	http://www.wikidata.org/entity/Q828143	2026-07-08T10:31:36.248Z
temple-of-edfu	Temple of Edfu	{"lat":24.977777777,"lng":32.873333333}					Archaeological site in Egypt.	90	["Wikidata"]	Q613037	http://www.wikidata.org/entity/Q613037	2026-07-08T10:31:36.248Z
temple-of-jupiter-optimus-maximus	Temple of Jupiter Optimus Maximus	{"lat":41.892175,"lng":12.481689}		-508		Founded 508 BCE	Archaeological site in Italy.	90	["Wikidata"]	Q586468	http://www.wikidata.org/entity/Q586468	2026-07-08T10:31:36.248Z
temple-of-kom-ombo	Temple of Kom Ombo	{"lat":24.451944444,"lng":32.928055555}					Archaeological site in Egypt.	90	["Wikidata"]	Q1243401	http://www.wikidata.org/entity/Q1243401	2026-07-08T10:31:36.248Z
temple-of-olympian-zeus	Temple of Olympian Zeus	{"lat":37.969372222,"lng":23.733077777}					Archaeological site in Greece.	90	["Wikidata"]	Q1123019	http://www.wikidata.org/entity/Q1123019	2026-07-08T10:31:36.248Z
temple-of-peace	Temple of Peace	{"lat":41.892622,"lng":12.487611}		71		Founded 71 CE	Archaeological site in Italy.	90	["Wikidata"]	Q1456939	http://www.wikidata.org/entity/Q1456939	2026-07-08T10:31:36.248Z
temple-of-portunus	Temple of Portunus	{"lat":41.88926,"lng":12.480908}					Archaeological site in Italy.	90	["Wikidata"]	Q849241	http://www.wikidata.org/entity/Q849241	2026-07-08T10:31:36.248Z
temple-of-vesta	Temple of Vesta	{"lat":41.891707,"lng":12.486206}					Archaeological site in Italy.	90	["Wikidata"]	Q753791	http://www.wikidata.org/entity/Q753791	2026-07-08T10:31:36.248Z
temple-of-zeus-in-olympia	Temple of Zeus in Olympia	{"lat":37.63786111,"lng":21.63}		-400		Founded 400 BCE	Archaeological site in Greece.	90	["Wikidata"]	Q197019	http://www.wikidata.org/entity/Q197019	2026-07-08T10:31:36.248Z
templo-mayor	Templo Mayor	{"lat":19.435,"lng":-99.131389}		1325		Founded 1325 CE	Archaeological site in Mexico.	90	["Wikidata"]	Q774021	http://www.wikidata.org/entity/Q774021	2026-07-08T10:31:36.248Z
teos	Teos	{"lat":38.199104,"lng":26.837477}					Archaeological site in Turkey.	90	["Wikidata"]	Q17586	http://www.wikidata.org/entity/Q17586	2026-07-08T10:31:36.248Z
tepe-sialk	Tepe Sialk	{"lat":33.968888888,"lng":51.404722222}		-7000		Founded 7000 BCE	Archaeological site in Iran.	90	["Wikidata"]	Q1581555	http://www.wikidata.org/entity/Q1581555	2026-07-08T10:31:36.248Z
the-great-sphinx	The Great Sphinx	{"lat":29.97527,"lng":31.13768}		-2559		Founded 2559 BCE	Archaeological site in Egypt.	90	["Wikidata"]	Q130958	http://www.wikidata.org/entity/Q130958	2026-07-08T10:31:36.248Z
theatre-of-dionysus	Theatre of Dionysus	{"lat":37.970404,"lng":23.727777}					Archaeological site in Greece.	90	["Wikidata"]	Q1227044	http://www.wikidata.org/entity/Q1227044	2026-07-08T10:31:36.248Z
theatre-of-marcellus	Theatre of Marcellus	{"lat":41.891911,"lng":12.479483}					Archaeological site in Italy.	90	["Wikidata"]	Q659138	http://www.wikidata.org/entity/Q659138	2026-07-08T10:31:36.248Z
theatre-of-thorikos	Theatre of Thorikos	{"lat":37.738028,"lng":24.05375}					Archaeological site in Greece.	90	["Wikidata"]	Q46812956	http://www.wikidata.org/entity/Q46812956	2026-07-08T10:31:36.248Z
thermopylae	Thermopylae	{"lat":38.795555555,"lng":22.536666666}					Archaeological site in Greece.	90	["Wikidata"]	Q194450	http://www.wikidata.org/entity/Q194450	2026-07-08T10:31:36.248Z
thespiae	Thespiae	{"lat":38.303559,"lng":23.158322}					Archaeological site in Greece.	90	["Wikidata"]	Q1141295	http://www.wikidata.org/entity/Q1141295	2026-07-08T10:31:36.248Z
thyatira	Thyatira	{"lat":38.920833333,"lng":27.841666666}					Archaeological site in Turkey.	90	["Wikidata"]	Q1135603	http://www.wikidata.org/entity/Q1135603	2026-07-08T10:31:36.248Z
tigranocerta	Tigranocerta	{"lat":38.14222222,"lng":41.00138889}		-77		Founded 77 BCE	Archaeological site in Turkey.	90	["Wikidata"]	Q720583	http://www.wikidata.org/entity/Q720583	2026-07-08T10:31:36.248Z
timna-valley	Timna valley	{"lat":29.78777778,"lng":34.98888889}					Archaeological site in Israel.	90	["Wikidata"]	Q1973199	http://www.wikidata.org/entity/Q1973199	2026-07-08T10:31:36.248Z
tiryns	Tiryns	{"lat":37.599444444,"lng":22.799722222}					Archaeological site in Greece.	90	["Wikidata"]	Q217379	http://www.wikidata.org/entity/Q217379	2026-07-08T10:31:36.248Z
tmutarakan	Tmutarakan	{"lat":45.21907,"lng":36.71406}		600		Founded 600 CE	Archaeological site in Byzantine Empire.	90	["Wikidata"]	Q910505	http://www.wikidata.org/entity/Q910505	2026-07-08T10:31:36.248Z
tower-of-london	Tower of London	{"lat":51.5082,"lng":-0.076198055}		1066		Founded 1066 CE	Archaeological site in United Kingdom.	90	["Wikidata"]	Q62378	http://www.wikidata.org/entity/Q62378	2026-07-08T10:31:36.248Z
trajan-s-column	Trajan's Column	{"lat":41.895833333,"lng":12.484166666}		113		Founded 113 CE	Archaeological site in Italy.	90	["Wikidata"]	Q192784	http://www.wikidata.org/entity/Q192784	2026-07-08T10:31:36.248Z
trajan-s-market	Trajan's Market	{"lat":41.895611,"lng":12.486194}		113		Founded 113 CE	Archaeological site in Italy.	90	["Wikidata"]	Q478642	http://www.wikidata.org/entity/Q478642	2026-07-08T10:31:36.248Z
tsodilo	Tsodilo	{"lat":-18.771666666,"lng":21.754166666}					Archaeological site in Botswana.	90	["Wikidata"]	Q214007	http://www.wikidata.org/entity/Q214007	2026-07-08T10:31:36.248Z
tulasas	Tulasas	{"lat":20.063472222,"lng":-99.341138888}					Archaeological site in Mexico.	90	["Wikidata"]	Q568672	http://www.wikidata.org/entity/Q568672	2026-07-08T10:31:36.248Z
tusculum	Tusculum	{"lat":41.798333333,"lng":12.710833333}					Archaeological site in Italy.	90	["Wikidata"]	Q754314	http://www.wikidata.org/entity/Q754314	2026-07-08T10:31:36.248Z
tusi-sites	Tusi Sites	{"lat":28.998611111,"lng":109.966944444}					Archaeological site in People's Republic of China.	90	["Wikidata"]	Q19852428	http://www.wikidata.org/entity/Q19852428	2026-07-08T10:31:36.248Z
uffington-white-horse	Uffington White Horse	{"lat":51.5777,"lng":-1.56675}		-1000		Founded 1000 BCE	Archaeological site in United Kingdom.	90	["Wikidata"]	Q1056493	http://www.wikidata.org/entity/Q1056493	2026-07-08T10:31:36.248Z
umm-ar-rasas	Umm ar-Rasas	{"lat":31.499722222,"lng":35.919722222}					Archaeological site in Jordan.	90	["Wikidata"]	Q822842	http://www.wikidata.org/entity/Q822842	2026-07-08T10:31:36.248Z
umm-el-qa-ab	Umm el-Qa'ab	{"lat":26.174913,"lng":31.9078587}					Archaeological site in Egypt.	90	["Wikidata"]	Q853955	http://www.wikidata.org/entity/Q853955	2026-07-08T10:31:36.248Z
umma	Umma	{"lat":31.6674,"lng":45.8877}					Archaeological site in Iraq.	90	["Wikidata"]	Q740952	http://www.wikidata.org/entity/Q740952	2026-07-08T10:31:36.248Z
uplistsikhe	Uplistsikhe	{"lat":41.966664,"lng":44.207505}		-2000		Founded 2000 BCE	Archaeological site in Georgia.	90	["Wikidata"]	Q1351318	http://www.wikidata.org/entity/Q1351318	2026-07-08T10:31:36.248Z
utica	Utica	{"lat":37.056527777,"lng":10.062258333}		-1101		Founded 1101 BCE	Archaeological site in Tunisia.	90	["Wikidata"]	Q166523	http://www.wikidata.org/entity/Q166523	2026-07-08T10:31:36.248Z
vaishali	Vaishali	{"lat":25.986594444,"lng":85.125591666}					Archaeological site in India.	90	["Wikidata"]	Q1509463	http://www.wikidata.org/entity/Q1509463	2026-07-08T10:31:36.248Z
valle-dei-templi	Valle dei Templi	{"lat":37.28972222,"lng":13.59}					Archaeological site in Italy.	90	["Wikidata"]	Q636774	http://www.wikidata.org/entity/Q636774	2026-07-08T10:31:36.248Z
valley-of-the-queens	Valley of the Queens	{"lat":25.7275,"lng":32.593055555}					Archaeological site in Egypt.	90	["Wikidata"]	Q260386	http://www.wikidata.org/entity/Q260386	2026-07-08T10:31:36.248Z
valongo-wharf	Valongo Wharf	{"lat":-22.897111,"lng":-43.187394}		1811		Founded 1811 CE	Archaeological site in Brazil.	90	["Wikidata"]	Q20048515	http://www.wikidata.org/entity/Q20048515	2026-07-08T10:31:36.248Z
veii	Veii	{"lat":42.023888888,"lng":12.401388888}					Archaeological site in Italy.	90	["Wikidata"]	Q677935	http://www.wikidata.org/entity/Q677935	2026-07-08T10:31:36.248Z
verona-arena	Verona Arena	{"lat":45.438888888,"lng":10.994444444}					Archaeological site in Italy.	90	["Wikidata"]	Q641556	http://www.wikidata.org/entity/Q641556	2026-07-08T10:31:36.248Z
vikramasila-university	Vikramaśīla University	{"lat":25.3244,"lng":87.2867}					Archaeological site in India.	90	["Wikidata"]	Q1634624	http://www.wikidata.org/entity/Q1634624	2026-07-08T10:31:36.248Z
vilcabamba	Vilcabamba	{"lat":-12.902777777,"lng":-73.205833333}		1539		Founded 1539 CE	Archaeological site in Peru.	90	["Wikidata"]	Q827432	http://www.wikidata.org/entity/Q827432	2026-07-08T10:31:36.248Z
villa-of-the-papyri	Villa of the Papyri	{"lat":40.806666666,"lng":14.345555555}					Archaeological site in Italy.	90	["Wikidata"]	Q1347586	http://www.wikidata.org/entity/Q1347586	2026-07-08T10:31:36.248Z
villa-romana-del-casale	Villa Romana del Casale	{"lat":37.364723,"lng":14.334553}					Archaeological site in Italy.	90	["Wikidata"]	Q505617	http://www.wikidata.org/entity/Q505617	2026-07-08T10:31:36.248Z
visoki-decani	Visoki Dečani	{"lat":42.546944444,"lng":20.266388888}		1335		Founded 1335 CE	Archaeological site in Serbia.	90	["Wikidata"]	Q849517	http://www.wikidata.org/entity/Q849517	2026-07-08T10:31:36.248Z
western-wall	Western Wall	{"lat":31.776947222,"lng":35.23425}		-18		Founded 18 BCE	Archaeological site in Palestine.	90	["Wikidata"]	Q134821	http://www.wikidata.org/entity/Q134821	2026-07-08T10:31:36.248Z
xanadu	Xanadu	{"lat":42.358021111,"lng":116.185158888}					Archaeological site in People's Republic of China.	90	["Wikidata"]	Q471765	http://www.wikidata.org/entity/Q471765	2026-07-08T10:31:36.248Z
xanthos	Xanthos	{"lat":36.362742,"lng":29.327378}					Archaeological site in Turkey.	90	["Wikidata"]	Q464936	http://www.wikidata.org/entity/Q464936	2026-07-08T10:31:36.248Z
zakros	Zakros	{"lat":35.098055555,"lng":26.261388888}					Archaeological site in Greece.	90	["Wikidata"]	Q60218	http://www.wikidata.org/entity/Q60218	2026-07-08T10:31:36.248Z
zubarah	Zubarah	{"lat":25.9833949,"lng":51.0272187}					Archaeological site in Qatar.	90	["Wikidata"]	Q2727469	http://www.wikidata.org/entity/Q2727469	2026-07-08T10:31:36.248Z
